edad,abandono,viajes,departamento,distancia_casa,educacion,carrera,id,satisfaccion_entorno,implicacion,nivel_laboral,puesto,sastisfaccion_trabajo,estado_civil,salario_mes,num_empresas_anteriores,horas_extra,incremento_salario_porc,evaluacion,satisfaccion_companeros,nivel_acciones,anos_experiencia,num_formaciones_ult_ano,anos_compania,anos_desde_ult_promocion,anos_con_manager_actual,salario_ano,impacto_abandono,scoring
42,Yes,Travel_Frequently,Research & Development,19,Bachelor,Medical,752,High,Very High,1,Research Scientist,Very High,Divorced,2759,6,Yes,12,Excellent,Very High,0,7,2,2,2,2,33108,6522.276,0.3
43,No,Travel_Frequently,Sales,15,College,Life Sciences,754,Very High,Medium,2,Sales Executive,Medium,Married,6804,3,No,18,Excellent,High,1,7,5,2,2,2,81648,17146.079999999998,0.06153846153846154
34,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,757,Medium,High,2,Healthcare Representative,High,Single,6142,3,No,11,Excellent,Very High,0,10,2,5,4,3,73704,15035.615999999998,0.007692307692307693
23,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,758,Medium,High,1,Laboratory Technician,High,Married,2500,1,No,14,Excellent,Very High,1,5,2,4,0,2,30000,4830,0.015384615384615385
39,No,Travel_Rarely,Human Resources,3,Master,Human Resources,760,High,Very High,2,Human Resources,Very High,Married,6389,9,No,15,Excellent,High,1,12,3,8,3,6,76668,16100.279999999999,0.038461538461538464
56,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,762,High,High,4,Healthcare Representative,High,Married,11103,7,No,11,Excellent,High,0,30,1,10,1,1,133236,27979.559999999998,0.023076923076923078
40,No,Travel_Rarely,Research & Development,2,College,Medical,763,Very High,Medium,1,Research Scientist,Medium,Single,2342,0,Yes,20,Outstanding,Very High,0,5,2,4,2,3,28104,4524.744,0.14615384615384616
27,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,764,Very High,Medium,2,Healthcare Representative,Medium,Single,6811,8,No,19,Excellent,Low,0,9,2,7,0,7,81732,17163.72,0.046153846153846156
29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,766,Very High,High,1,Sales Representative,High,Divorced,2297,1,No,14,Excellent,Very High,2,2,2,2,2,2,27564,4437.804,0.15384615384615385
53,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,769,Very High,High,2,Laboratory Technician,High,Single,2450,2,No,17,Excellent,Very High,0,19,4,2,2,2,29400,4733.4000000000005,0.046153846153846156
35,No,Non-Travel,Research & Development,2,Bachelor,Life Sciences,771,Very High,High,2,Healthcare Representative,High,Divorced,5093,2,No,11,Excellent,Low,1,16,2,1,0,0,61116,12467.663999999999,0.015384615384615385
32,No,Travel_Frequently,Research & Development,24,Bachelor,Life Sciences,772,Low,High,2,Laboratory Technician,High,Married,5309,1,No,15,Excellent,Very High,2,10,2,10,4,7,63708,12996.431999999999,0.06153846153846154
38,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,773,Very High,High,1,Research Scientist,High,Married,3057,6,Yes,13,Excellent,Medium,1,6,0,1,0,1,36684,7226.7480000000005,0.11538461538461539
34,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,775,Medium,High,2,Manufacturing Director,High,Divorced,5121,3,No,14,Excellent,High,1,7,3,0,0,0,61452,12536.207999999999,0.038461538461538464
52,No,Travel_Rarely,Sales,3,College,Marketing,776,High,Medium,4,Manager,Medium,Married,16856,1,No,11,Excellent,Low,0,34,3,34,1,16,202272,42477.119999999995,0.24615384615384617
33,Yes,Travel_Rarely,Research & Development,1,Bachelor,Other,780,Very High,High,1,Research Scientist,High,Single,2686,1,Yes,13,Excellent,High,0,10,2,10,7,8,32232,6349.704000000001,0.3769230769230769
25,No,Travel_Rarely,Sales,26,Bachelor,Medical,781,High,High,2,Sales Executive,High,Single,6180,1,No,23,Outstanding,Medium,0,6,5,6,1,4,74160,15128.64,0.05384615384615385
45,No,Travel_Rarely,Sales,2,Below College,Technical Degree,783,Medium,Low,2,Sales Representative,Low,Single,6632,0,No,13,Excellent,Low,0,9,3,8,3,1,79584,16712.64,0.07692307692307693
23,No,Travel_Rarely,Research & Development,10,Master,Medical,784,Low,Very High,1,Research Scientist,Very High,Single,3505,1,No,18,Excellent,Very High,0,2,3,2,0,2,42060,8285.82,0.07692307692307693
47,Yes,Travel_Frequently,Sales,27,Master,Life Sciences,785,Medium,Very High,2,Sales Executive,Very High,Single,6397,4,Yes,12,Excellent,Very High,0,8,2,5,1,3,76764,16120.439999999999,0.823076923076923
34,No,Travel_Rarely,Sales,2,Bachelor,Other,786,Very High,High,2,Sales Executive,High,Single,6274,1,No,22,Outstanding,High,0,6,5,6,1,4,75288,15810.48,0.015384615384615385
55,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,787,Very High,High,5,Manager,High,Married,19859,5,Yes,13,Excellent,Very High,1,24,2,5,1,4,238308,50044.68,0.015384615384615385
36,No,Non-Travel,Sales,8,College,Life Sciences,789,Low,Medium,3,Sales Executive,Medium,Single,7587,1,No,15,Excellent,Medium,0,10,1,10,0,9,91044,19119.239999999998,0.1
52,No,Non-Travel,Research & Development,19,Bachelor,Medical,791,Very High,High,1,Research Scientist,High,Married,4258,0,No,18,Excellent,Low,1,5,3,4,1,2,51096,10423.583999999999,0.05384615384615385
26,No,Travel_Frequently,Research & Development,1,Below College,Life Sciences,792,Low,Low,1,Laboratory Technician,Low,Divorced,4364,3,No,14,Excellent,Low,1,5,2,2,2,0,52368,10683.072,0.15384615384615385
29,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,793,Medium,High,2,Healthcare Representative,High,Married,4335,4,No,12,Excellent,Low,1,11,3,8,1,1,52020,10612.08,0.15384615384615385
26,Yes,Travel_Rarely,Sales,8,College,Technical Degree,796,Very High,Medium,2,Sales Executive,Medium,Single,5326,6,No,17,Excellent,High,0,6,2,4,1,2,63912,13038.047999999999,0.3153846153846154
34,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,797,Medium,Very High,1,Research Scientist,Very High,Single,3280,2,No,16,Excellent,High,0,10,2,4,1,3,39360,7753.92,0.03076923076923077
54,No,Travel_Rarely,Research & Development,19,Bachelor,Medical,799,Very High,High,2,Manufacturing Director,High,Divorced,5485,9,Yes,11,Excellent,Medium,2,9,4,5,1,4,65820,13427.279999999999,0.18461538461538463
27,No,Travel_Frequently,Sales,8,Bachelor,Marketing,800,High,High,2,Sales Executive,High,Married,4342,0,No,19,Excellent,Medium,1,5,3,4,1,1,52104,10629.215999999999,0.06153846153846154
37,No,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,802,Very High,High,1,Research Scientist,High,Divorced,2782,0,Yes,13,Excellent,Medium,2,6,3,5,4,3,33384,6576.648,0.07692307692307693
38,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,803,Low,Very High,2,Manufacturing Director,Very High,Single,5980,6,Yes,12,Excellent,Very High,0,17,2,15,4,12,71760,14639.039999999999,0.1
34,No,Travel_Rarely,Research & Development,2,College,Medical,804,High,Medium,1,Research Scientist,Medium,Single,4381,1,No,11,Excellent,High,0,6,3,6,1,3,52572,10724.688,0.1076923076923077
35,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,805,Low,High,1,Sales Representative,High,Married,2572,1,No,16,Excellent,Medium,1,3,1,3,0,2,30864,6080.2080000000005,0.03076923076923077
30,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,806,Very High,Low,1,Laboratory Technician,Low,Married,3833,3,No,21,Outstanding,High,2,7,2,2,0,2,45996,9061.212,0.038461538461538464
40,No,Travel_Frequently,Research & Development,2,Master,Medical,807,High,Very High,2,Healthcare Representative,Very High,Married,4244,1,No,24,Outstanding,Very High,1,8,2,8,3,7,50928,10389.312,0.023076923076923078
34,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,808,High,High,2,Sales Executive,High,Married,6500,5,No,17,Excellent,Medium,1,6,1,3,1,2,78000,16380,0.015384615384615385
42,No,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,809,Medium,High,5,Manager,High,Divorced,18430,1,No,13,Excellent,Medium,1,24,4,24,14,9,221160,46443.6,0.015384615384615385
23,Yes,Travel_Rarely,Research & Development,6,Master,Life Sciences,811,High,Very High,1,Laboratory Technician,Very High,Married,1601,1,Yes,21,Outstanding,High,2,1,2,0,0,0,19212,3093.132,0.8538461538461538
24,No,Non-Travel,Research & Development,9,College,Life Sciences,812,High,Medium,1,Laboratory Technician,Medium,Divorced,2694,1,No,11,Excellent,High,3,1,4,1,0,0,32328,6368.616,0.3076923076923077
52,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,813,Very High,High,2,Laboratory Technician,High,Married,3149,8,No,20,Outstanding,Medium,1,9,3,5,1,4,37788,7444.236,0.1076923076923077
50,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,815,High,High,4,Research Director,High,Married,17639,5,No,16,Excellent,Very High,0,30,3,4,0,3,211668,44450.28,0.05384615384615385
29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,816,Medium,Medium,1,Laboratory Technician,Medium,Married,2319,1,Yes,11,Excellent,Very High,1,1,1,1,0,0,27828,4480.308,0.8307692307692308
33,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,817,High,High,3,Research Director,High,Married,11691,0,No,11,Excellent,Very High,0,14,3,13,3,7,140292,29461.32,0.015384615384615385
33,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,819,Low,High,2,Sales Executive,High,Single,5324,5,No,15,Excellent,High,0,6,3,3,0,2,63888,13033.152,0.7307692307692307
47,No,Travel_Rarely,Research & Development,2,Bachelor,Other,820,High,High,4,Manager,High,Married,16752,1,Yes,11,Excellent,High,1,26,3,26,3,0,201024,42215.04,0.023076923076923078
36,No,Travel_Rarely,Research & Development,1,Bachelor,Other,823,High,High,2,Manufacturing Director,High,Married,5228,0,No,15,Excellent,Low,1,10,2,9,0,5,62736,12798.143999999998,0.007692307692307693
29,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,824,High,Very High,1,Research Scientist,Very High,Married,2700,1,No,24,Outstanding,High,1,10,3,10,0,7,32400,6382.8,0.038461538461538464
58,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,825,Very High,High,5,Research Director,High,Single,19246,7,Yes,12,Excellent,Very High,0,40,2,31,13,8,230952,48499.92,0.7384615384615385
35,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,826,Very High,Very High,1,Research Scientist,Very High,Single,2506,3,No,13,Excellent,High,0,7,0,2,2,2,30072,5924.184,0.09230769230769231
42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,827,Very High,Medium,2,Manufacturing Director,Medium,Married,6062,9,Yes,13,Excellent,Very High,1,8,4,4,0,2,72744,14839.776,0.15384615384615385
28,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,828,High,High,1,Research Scientist,High,Single,4382,6,No,17,Excellent,Very High,0,5,3,2,2,1,52584,10727.135999999999,0.6307692307692307
36,No,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,829,High,High,1,Human Resources,High,Married,2143,4,No,13,Excellent,Medium,1,8,2,5,0,4,25716,4140.276,0.26153846153846155
32,No,Travel_Rarely,Research & Development,4,College,Life Sciences,830,High,Medium,2,Manufacturing Director,Medium,Married,6162,1,No,12,Excellent,High,1,14,3,14,6,8,73944,15084.576,0.03076923076923077
40,No,Travel_Frequently,Research & Development,16,College,Medical,832,Low,Medium,2,Laboratory Technician,Medium,Single,5094,6,No,14,Excellent,Very High,0,10,6,1,0,0,61128,12470.112,0.1
30,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,833,High,High,2,Manufacturing Director,High,Single,6877,5,Yes,24,Outstanding,Medium,0,12,4,0,0,0,82524,17330.04,0.1
45,No,Travel_Rarely,Research & Development,2,College,Life Sciences,834,Medium,Medium,1,Research Scientist,Medium,Single,2274,1,No,14,Excellent,Very High,0,1,3,1,0,0,27288,4393.368,0.06923076923076923
42,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,836,Medium,High,2,Manufacturing Director,High,Married,4434,1,No,13,Excellent,Very High,1,10,3,9,7,8,53208,10854.431999999999,0.023076923076923078
38,No,Travel_Frequently,Research & Development,12,College,Life Sciences,837,Low,Medium,2,Healthcare Representative,Medium,Divorced,6288,2,No,15,Excellent,High,1,13,3,4,1,2,75456,15845.76,0.023076923076923078
34,No,Travel_Frequently,Research & Development,16,College,Life Sciences,838,High,Medium,1,Research Scientist,Medium,Single,2553,1,No,16,Excellent,High,0,6,3,5,1,3,30636,6035.292,0.15384615384615385
49,Yes,Travel_Rarely,Sales,11,Bachelor,Marketing,840,High,High,3,Sales Executive,High,Married,7654,1,No,18,Excellent,Low,2,9,3,9,7,7,91848,19288.079999999998,0.2
55,Yes,Travel_Rarely,Sales,2,Bachelor,Medical,842,High,High,2,Sales Executive,High,Single,5160,4,No,16,Excellent,High,0,12,3,9,7,3,61920,12631.679999999998,0.14615384615384616
43,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,843,Medium,High,4,Research Director,High,Married,17159,6,No,24,Outstanding,High,1,22,3,4,1,0,205908,43240.68,0.023076923076923078
27,No,Travel_Rarely,Research & Development,5,College,Technical Degree,844,High,Medium,3,Research Director,Medium,Divorced,12808,1,Yes,16,Excellent,Medium,1,9,3,9,0,8,153696,32276.16,0.023076923076923078
35,No,Travel_Rarely,Research & Development,7,Bachelor,Other,845,High,High,3,Manufacturing Director,High,Single,10221,3,No,21,Outstanding,Medium,0,17,3,8,1,6,122652,25756.92,0
28,No,Travel_Rarely,Sales,2,Bachelor,Marketing,846,Medium,High,2,Sales Executive,High,Married,4779,1,Yes,20,Outstanding,Low,0,8,2,8,7,5,57348,11698.991999999998,0.3153846153846154
34,No,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,847,High,High,1,Human Resources,High,Married,3737,0,No,19,Excellent,High,1,4,1,3,0,2,44844,8834.268,0.09230769230769231
26,Yes,Travel_Frequently,Research & Development,5,Bachelor,Medical,848,High,Medium,1,Research Scientist,Medium,Married,2366,1,Yes,14,Excellent,Low,1,8,2,8,1,7,28392,4571.112,0.5538461538461539
27,No,Non-Travel,Research & Development,3,Bachelor,Medical,850,Very High,High,1,Research Scientist,High,Married,1706,1,No,11,Excellent,High,3,0,6,0,0,0,20472,3295.992,0.14615384615384616
51,No,Travel_Rarely,Sales,26,Bachelor,Marketing,851,Low,High,4,Manager,High,Married,16307,2,No,14,Excellent,High,1,29,2,20,4,17,195684,41093.64,0.038461538461538464
44,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,852,Very High,High,2,Healthcare Representative,High,Single,5933,9,No,12,Excellent,Very High,0,10,2,5,2,3,71196,14523.983999999999,0.023076923076923078
25,No,Travel_Rarely,Research & Development,2,Master,Medical,854,Low,Very High,1,Research Scientist,Very High,Single,3424,7,No,13,Excellent,High,0,6,3,4,0,1,41088,8094.336,0.1076923076923077
33,No,Travel_Rarely,Sales,1,Master,Medical,855,Low,Very High,2,Sales Executive,Very High,Divorced,4037,1,No,22,Outstanding,Low,1,9,5,9,0,8,48444,9543.468,0
35,No,Travel_Rarely,Research & Development,27,College,Medical,856,High,Medium,1,Research Scientist,Medium,Single,2559,1,No,11,Excellent,Very High,0,6,3,6,1,1,30708,6049.476000000001,0.09230769230769231
36,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,857,Medium,High,2,Sales Executive,High,Married,6201,1,Yes,14,Excellent,Very High,1,18,1,18,4,11,74412,15180.047999999999,0.015384615384615385
32,No,Travel_Rarely,Sales,13,Bachelor,Life Sciences,859,Medium,High,2,Sales Executive,High,Divorced,4403,2,No,11,Excellent,High,1,8,3,5,0,3,52836,10778.544,0.06153846153846154
30,No,Travel_Frequently,Research & Development,5,College,Life Sciences,861,Medium,Medium,1,Research Scientist,Medium,Divorced,3761,9,No,12,Excellent,Medium,1,10,3,5,0,3,45132,8891.004,0.03076923076923077
53,No,Travel_Rarely,Sales,7,College,Marketing,862,Low,Medium,3,Sales Executive,Medium,Married,10934,7,Yes,18,Excellent,Very High,1,35,3,5,0,4,131208,27553.68,0.25384615384615383
45,No,Travel_Rarely,Sales,9,Bachelor,Marketing,864,Very High,High,3,Sales Executive,High,Divorced,10761,4,Yes,12,Excellent,High,1,18,2,5,0,2,129132,27117.719999999998,0.03076923076923077
32,No,Travel_Rarely,Research & Development,8,Master,Medical,865,High,Very High,2,Research Scientist,Very High,Married,5175,5,No,12,Excellent,High,1,9,3,5,1,3,62100,12668.4,0.038461538461538464
52,No,Travel_Frequently,Research & Development,25,College,Medical,867,High,Medium,4,Manufacturing Director,Medium,Married,13826,3,No,22,Outstanding,High,0,31,3,9,0,0,165912,34841.52,0.05384615384615385
37,No,Travel_Rarely,Sales,16,College,Marketing,868,Very High,Medium,2,Sales Executive,Medium,Divorced,6334,4,No,19,Excellent,Very High,2,9,2,1,0,0,76008,15961.68,0.06923076923076923
28,No,Travel_Rarely,Human Resources,8,College,Medical,869,Medium,Medium,1,Human Resources,Medium,Divorced,4936,1,No,13,Excellent,Very High,1,6,6,5,0,4,59232,12083.328,0.038461538461538464
22,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,872,Very High,High,2,Manufacturing Director,High,Married,4775,6,No,22,Outstanding,Low,2,4,2,2,2,2,57300,11689.199999999999,0.13076923076923078
44,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,874,Low,Very High,1,Laboratory Technician,High,Married,2818,2,Yes,24,Outstanding,High,1,10,2,3,0,2,33816,6661.752,0.13076923076923078
42,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,875,Medium,High,1,Research Scientist,High,Single,2515,5,Yes,14,Excellent,Very High,0,8,2,2,2,2,30180,5945.46,0.3769230769230769
36,No,Travel_Rarely,Human Resources,8,College,Life Sciences,878,Low,Medium,1,Human Resources,Medium,Married,2342,0,No,21,Outstanding,High,0,6,3,5,0,3,28104,4524.744,0.2153846153846154
25,No,Travel_Rarely,Sales,3,Bachelor,Other,879,High,High,2,Sales Executive,High,Married,4194,1,Yes,18,Excellent,Very High,0,5,3,5,0,3,50328,10266.911999999998,0.08461538461538462
35,No,Travel_Rarely,Research & Development,9,College,Life Sciences,880,Very High,Medium,3,Manufacturing Director,High,Married,10685,1,Yes,20,Outstanding,Medium,1,17,2,17,5,15,128220,26926.2,0.038461538461538464
35,Yes,Travel_Frequently,Research & Development,25,Bachelor,Life Sciences,881,Very High,High,1,Research Scientist,High,Divorced,2022,1,Yes,19,Excellent,Low,1,10,3,10,7,8,24264,3906.504,0.3769230769230769
32,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,882,Very High,High,1,Laboratory Technician,High,Divorced,2314,0,No,12,Excellent,Medium,1,4,2,3,0,2,27768,4470.648,0.06153846153846154
25,No,Travel_Rarely,Sales,4,College,Marketing,885,High,Medium,2,Sales Executive,Medium,Married,4256,1,No,12,Excellent,Low,0,5,1,5,0,3,51072,10418.688,0.07692307692307693
49,No,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,887,High,High,1,Research Scientist,High,Married,3580,2,No,16,Excellent,Medium,1,7,2,4,0,2,42960,8463.12,0.038461538461538464
24,No,Non-Travel,Research & Development,4,College,Life Sciences,888,Low,Medium,1,Laboratory Technician,Medium,Married,3162,0,No,17,Excellent,Very High,0,6,2,5,3,4,37944,7474.968000000001,0.03076923076923077
32,No,Travel_Frequently,Sales,5,Bachelor,Life Sciences,889,Medium,High,2,Sales Executive,High,Married,6524,1,No,14,Excellent,Very High,1,10,3,10,5,3,78288,16440.48,0
38,No,Travel_Rarely,Sales,9,College,Marketing,893,Medium,Medium,1,Sales Representative,Medium,Married,2899,0,No,19,Excellent,Very High,1,3,3,2,1,2,34788,6853.236,0.06153846153846154
42,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,894,High,Very High,2,Laboratory Technician,Very High,Married,5231,2,Yes,13,Excellent,Medium,1,17,1,5,1,3,62772,12805.488,0.007692307692307693
31,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,895,Very High,High,1,Research Scientist,High,Married,2356,3,Yes,19,Excellent,Medium,1,8,2,6,0,2,28272,4551.792,0.4153846153846154
29,Yes,Travel_Rarely,Sales,1,College,Medical,896,Medium,Medium,1,Sales Representative,Medium,Divorced,2800,6,Yes,19,Excellent,High,3,5,3,3,0,2,33600,6619.200000000001,0.45384615384615384
